"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Bhadar - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-21","2023","07","53.1","4.9E-5","0.04807","53"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-01","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-02","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-03","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-04","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-05","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-06","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-07","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-08","2023","07","104.85","6.79E-6","NA","99"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-09","2023","07","104.85","6.79E-6","1.0E-5","99.33"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-10","2023","07","104.85","6.79E-6","3.0E-5","99.67"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-11","2023","07","104.85","6.79E-6","3.0E-5","99.82"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-12","2023","07","104.85","6.79E-6","4.0E-5","99.97"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-13","2023","07","104.85","6.79E-6","4.0E-5","99.97"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-14","2023","07","104.85","6.79E-6","7.0E-5","100.12"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-15","2023","07","104.85","6.79E-6","7.0E-5","100.12"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-16","2023","07","104.85","6.79E-6","7.0E-5","100.12"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-17","2023","07","104.85","6.79E-6","7.0E-5","100.12"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-18","2023","07","104.85","6.79E-6","0.00011","100.27"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-19","2023","07","104.85","6.79E-6","0.00015","100.42"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-20","2023","07","104.85","6.79E-6","0.0002","100.64"
"Bhimdad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-21","2023","07","104.85","6.79E-6","0.00028","100.91"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-01","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-02","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-03","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-04","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-05","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-06","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-07","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-08","2023","07","73","1.558E-5","0.00297","65.5"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-09","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-10","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-11","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-12","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-13","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-14","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-15","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-16","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-17","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-18","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-19","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-20","2023","07","73","1.558E-5","0.00335","66"
"Bhukhi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Luni Lower","Gujarat","2023-07-21","2023","07","73","1.558E-5","0.00335","66"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-01","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-02","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-03","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-04","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-05","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-06","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-07","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-08","2023","07","64.62","5.833E-5","0.01665","60.47"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-09","2023","07","64.62","5.833E-5","0.01744","60.59"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-10","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-11","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-12","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-13","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-14","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-15","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-16","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-17","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-18","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-19","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-20","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-21","2023","07","64.62","5.833E-5","0.02198","61.23"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-01","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-02","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-03","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-04","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-05","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-06","2023","07","44.5","1.98E-5","0.01096","42.9"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-07","2023","07","44.5","1.98E-5","0.01096","42.9"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-08","2023","07","44.5","1.98E-5","0.01057","42.8"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-09","2023","07","44.5","1.98E-5","0.01077","42.85"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-10","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-11","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-12","2023","07","44.5","1.98E-5","0.01135","43"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-13","2023","07","44.5","1.98E-5","0.01115","42.95"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-14","2023","07","44.5","1.98E-5","0.01077","42.85"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-15","2023","07","44.5","1.98E-5","0.01057","42.8"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-16","2023","07","44.5","1.98E-5","0.01057","42.8"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-17","2023","07","44.5","1.98E-5","0.01018","42.7"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-18","2023","07","44.5","1.98E-5","0.00979","42.6"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-19","2023","07","44.5","1.98E-5","0.00979","42.6"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-20","2023","07","44.5","1.98E-5","0.0096","42.55"
"Brahmani-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-21","2023","07","44.5","1.98E-5","0.0096","42.55"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-01","2023","07","98.38","1.662E-5","0.0032","93.3"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-02","2023","07","98.38","1.662E-5","0.0032","93.3"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-03","2023","07","98.38","1.662E-5","0.00329","93.4"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-04","2023","07","98.38","1.662E-5","0.00367","93.8"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-05","2023","07","98.38","1.662E-5","0.00367","93.8"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-06","2023","07","98.38","1.662E-5","0.00367","93.8"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-07","2023","07","98.38","1.662E-5","0.00392","94"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-08","2023","07","98.38","1.662E-5","0.0051","94.8"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-09","2023","07","98.38","1.662E-5","0.00528","94.9"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-10","2023","07","98.38","1.662E-5","0.0077","96.1"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-11","2023","07","98.38","1.662E-5","0.00825","96.3"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-12","2023","07","98.38","1.662E-5","0.00825","96.3"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-13","2023","07","98.38","1.662E-5","0.00855","96.4"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-14","2023","07","98.38","1.662E-5","0.00855","96.4"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-15","2023","07","98.38","1.662E-5","0.00855","96.4"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-16","2023","07","98.38","1.662E-5","0.00882","96.5"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-17","2023","07","98.38","1.662E-5","0.00882","96.5"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-18","2023","07","98.38","1.662E-5","0.00907","96.6"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-19","2023","07","98.38","1.662E-5","0.01072","97.1"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-20","2023","07","98.38","1.662E-5","0.01176","97.4"
"Chhaparwadi-II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-21","2023","07","98.38","1.662E-5","0.01661","98.38"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-01","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-02","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-03","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-04","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-05","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-06","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-07","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-08","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-09","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-10","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-11","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-12","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-13","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-14","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-15","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-16","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-17","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-18","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-19","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-20","2023","07","187.4","1.205E-5","0.00378","181.4"
"Chopadvav","Tapi Basin","Tapi Middle","Gujarat","2023-07-21","2023","07","187.4","1.205E-5","0.00378","181.4"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-01","2023","07","79.86","0.00052486","0.15637","69.2"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-02","2023","07","79.86","0.00052486","0.20574","71.2"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-03","2023","07","79.86","0.00052486","0.20031","71"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-04","2023","07","79.86","0.00052486","0.19759","70.9"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-05","2023","07","79.86","0.00052486","0.19252","70.7"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-06","2023","07","79.86","0.00052486","0.1813","70.25"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-07","2023","07","79.86","0.00052486","0.17507","70"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-08","2023","07","79.86","0.00052486","0.1838","70.35"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-09","2023","07","79.86","0.00052486","0.19895","70.95"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-10","2023","07","79.86","0.00052486","0.21118","71.4"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-11","2023","07","79.86","0.00052486","0.20982","71.35"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-12","2023","07","79.86","0.00052486","0.20574","71.2"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-13","2023","07","79.86","0.00052486","0.20167","71.05"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-14","2023","07","79.86","0.00052486","0.19501","70.8"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-15","2023","07","79.86","0.00052486","0.19003","70.6"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-16","2023","07","79.86","0.00052486","0.19003","70.6"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-17","2023","07","79.86","0.00052486","0.19003","70.6"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-18","2023","07","79.86","0.00052486","0.18753","70.5"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-19","2023","07","79.86","0.00052486","0.18629","70.45"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-20","2023","07","79.86","0.00052486","0.18878","70.55"
"Damanganga","West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","Gujarat","2023-07-21","2023","07","79.86","0.00052486","0.20574","71.2"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-01","2023","07","184.1","0.00039362","0.2337","178.97"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-02","2023","07","184.1","0.00039362","0.23535","179.03"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-03","2023","07","184.1","0.00039362","0.23728","179.1"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-04","2023","07","184.1","0.00039362","0.23783","179.12"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-05","2023","07","184.1","0.00039362","0.23783","179.12"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-06","2023","07","184.1","0.00039362","0.23783","179.12"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-07","2023","07","184.1","0.00039362","0.23951","179.18"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-08","2023","07","184.1","0.00039362","0.24641","179.42"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-09","2023","07","184.1","0.00039362","0.25043","179.56"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-10","2023","07","184.1","0.00039362","0.25704","179.79"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-11","2023","07","184.1","0.00039362","0.29615","181.11"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-12","2023","07","184.1","0.00039362","0.31014","181.56"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-13","2023","07","184.1","0.00039362","0.31513","181.72"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-14","2023","07","184.1","0.00039362","0.31825","181.82"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-15","2023","07","184.1","0.00039362","0.32106","181.91"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-16","2023","07","184.1","0.00039362","0.32387","182"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-17","2023","07","184.1","0.00039362","0.32574","182.06"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-18","2023","07","184.1","0.00039362","0.32761","182.12"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-19","2023","07","184.1","0.00039362","0.33115","182.23"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-20","2023","07","184.1","0.00039362","0.33343","182.3"
"Dantiwada","West flowing rivers of Kutch and Saurashtra including Luni Basin","Saraswati","Gujarat","2023-07-21","2023","07","184.1","0.00039362","0.33538","182.36"
"Demi - I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-01","2023","07","60.35","2.217E-5","0.00377","55.95"
"Demi - I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-02","2023","07","60.35","2.217E-5","0.00418","56.1"
"Demi - I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-03","2023","07","60.35","2.217E-5","0.0043","56.15"
"Demi - I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-04","2023","07","60.35","2.217E-5","0.00461","56.28"
"Demi - I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-05","2023","07","60.35","2.217E-5","0.00461","56.28"
